author,date,score,comment
M*6,2018-08-14,4,庄重严肃 体现大国风范 祖国北国第一门
M*7,2019-02-24,5,快速领票，不用排队非常好 很好
开*柿,2018-08-13,5,国门景区离满洲里市区很近，可以坐六路或十路公交车到达，进入景区，可以看到中俄两国的国门，同时可以了解满洲里五代国门的历史，夏季是满洲里旅游的高峰期
M*4,2018-08-13,4,和小孩子一起去的，大人买了联票210元。小孩子国门半价是40元，套娃景区小孩子没有半价，就是118元，哪怕1.22米也是118元，所以门票价格是贵了。不过进景区后，特别是套娃景区，哥特式的建筑，真的非常美，小孩子感觉是到了童话里的城堡了，拍的照片也很美。穿越千山万水，2500公里来这里，套娃景区还是可以的，只是旅行社给我们只有1小时，若是慢慢逛更好。
-*u,2018-08-11,5,可以在机器取票，非常方便。国门碑界庄严神圣！骄傲自豪！
j*6,2018-06-23,4,退休后才有时间到处旅游，不赶时间不用请假，真正的享受生活。趁着腿脚利索，我这老哥几乎没有闲在家里超过两个月，这也是我的理想吧。
3*3,2018-08-10,5,看到值勤的军人站在烈日下，那一刻很感动，很想为他撑起一把伞，我们的幸福生活安全来自于他们的辛苦付出！
M*0,2018-08-05,4,门票贵，建议网上买票在景区入口直接扫码进入。上午9点左右售票大厅拥挤不堪，服务中心2人面对有疑问的游客多，难以快速一一解答。旁边卖纪念品柜台的服务员似乎不愿解答游客的问题，猜测是因为你不买东西的缘故。总体感觉不是所有的景区工作人员都有服务意识。
v*6,2018-10-02,2,庄严肃穆的国门商业化气息如此严重令人失望，明明有直达电梯不让坐说维护让走楼梯，其实是每层楼都有商店等着你吆喝，出口也是必经商场。在外面看看就好了，70元不值得。
读*国,2019-02-24,3,一般般吧，一个国门，进去没啥可看的
h*z,2019-02-14,5,就是感受一下边境的感觉，国门很大，需要步行爬上去
糖*糖,2018-08-03,5,出票快！到达景区后购买了4张联票，初试一张身份证即可！马上使用，并且有绿色通道，进园速度快！特别方便！还有折扣！
1*8,2018-08-02,5,在这个地方，一边是中国，一边是俄罗斯，景色非常美。
M*0,2018-07-29,5,必须去一定去的地方，彰显国威军威的地方
带*下,2019-02-06,4,取票方便，票价奇贵，国门卖钱，实实不该！
l*a,2018-07-23,5,金碧辉煌 非常适合一家大小 小孩子的天堂
非*士,2018-07-20,5,看到了神圣的国门。很开心 为我们的祖国自豪。看到了站岗的兵哥哥 辛苦啦
M*5,2019-01-26,4,还行吧！！！！！！！！！！！！！！
_*4,2017-06-21,5,这里是满洲里比较有名的国门景区，必须带好身份证件才能进去，除了景区门口会看，到了里面还有士兵要看，把关挺严的。现在的国门是第五代，高大上，能上去看两边的风景，很明显中国的房子比俄罗斯的好很多。去了几个边境，发觉还是中国人聪明，把边境旅游发展的红红火火。
M*9,2018-08-13,3,最大亮点就是边境，界碑和往来中俄间长长的货运列车。但是是5A景区，倒是感受不深，毕竟区域不大，又不是自然景观。但是的确值得一去。
黑*葯,2018-07-12,4,祖国边境神圣不可侵犯，到了这里就有一种莫名的庄严感，很值得游览观光一番，至于里面卖的东西，劝大家还是最好别买，尤其是国门大楼里面的商户，买的东西比外面贵一倍，很黑很坑人，个人觉得这么庄严的地方商业化却很浓，有点粉末倒置，就算设有商户，为了促进地方经济也无可厚非，但要更要严格管理，这里毕竟是祖国的门面！！！
M*1,2018-05-24,5,满洲里值得去，特别有俄罗斯的风情。
徐*敏,2018-10-16,5,庄严神圣的地方，必须要带孩子来看一看
1*6,2019-01-21,4,景区环境和管理都不错，值得一看。
M*5,2018-07-08,5,满洲里是边境城市，个人觉得到了满洲里，国门是要去看一看的，风景一般，但是比较有仪式感，运气好的话，会看见俄罗斯来往运送货物的火车。
_*4,2019-01-14,5,买票很方便，出票很快，以后还会再来买
s*u,2019-01-12,4,门票价格建议下调，毕竟是爱国主义教育基地
大*水,2018-08-17,5,值得一去，非常好。离套娃景区非常近
h*n,2019-01-09,5,家人都说好，很开心在这里度过美好的一天
快*对,2018-06-27,5,满洲里标志性的风景区，国门看着比较庄严，有大国的起势。
冒*琳,2019-01-07,5,很不错了很不错了哈哈哈哈哈哈哈哈
1*9,2018-06-26,5,终于来到满洲里，这里与俄罗斯接壤，住酒店进出就碰到很多金发女郎。满洲里国门，位于满市西部中俄边境处我方一侧的乳白色建筑。国门庄严肃穆，在国门乳白色的门体上方嵌着中华人民共和国七个鲜红大字，上面悬挂的国徽闪着的金光，爱国情怀油然而生。
b*9,2018-05-07,5,挺不错的地方，站在国门上看俄罗斯，挺自豪的，唯一不足的地方就是厕所太少，一个景区只有俩厕所，还有一个厕所只开放女厕
欣*雨,2018-08-12,4,第一次到满洲里，国门还是值得一看的，就是票价比较贵。小火车的话，如果不是带着孩子坐着玩，可以不做的，里面一共也没多远。
2*0,2017-09-05,5,满洲里国门，位于满市西部中俄边境处我方一侧的乳白色建筑。国门庄严肃穆，在国门乳白色的门体上方嵌着“中华人民共和国”七个鲜红大字，上面悬挂的国徽闪着的金光。穿过桥下走到国门旁边，有微缩的前几代国门。
M*9,2018-08-08,5,国门 大家都很向往 其实就是个门 进去也就是拍照 人特多 大概游2小时足够了 车一定要停在停车场 不如会被贴条
M*4,2018-09-01,3,可以不去，41号界碑看不见，没有什么可以看的
米*3,2018-07-17,3,国门收费偏高，这个价位的不值，主要是去看界碑，和对面的俄罗斯小镇，整体性价比不高，要从门岗走500米进入国门大楼，电瓶车是包车的形式，每车100元。不是每个人买票制，这样包车就给人多的团队创造便利，而散客就不能乘坐，除非包车。如果改成每人门票制，这样更好，可以服务更多散客，电梯不开，不管年老年幼全部走一米宽的楼梯上下行，缺少人性化管理。建议开放电梯，服务更多老弱病残。五楼观景台，不提供免费望远镜，要单独付费10元，才能看，使用望远镜，个人觉得78门票应该包含望远镜服务。2-5楼，楼梯边侧都是私人俄货商店，商业气氛浓重。
1*0,2018-08-24,3,门票太贵，十分不值，国门很棒不知道为啥要收费，套娃广场就是一个游乐场，玩具不多还有很多不开
5*游,2018-07-30,5,隔着分界线近在咫尺地望见一直觉得是远在天边的邻国，太神奇了，站在国门界碑前很有神圣感
_*9,2017-03-30,5,满洲里国门，位于满市西部中俄边境处我方一侧的乳白色建筑。“中华人民共和国”七个鲜红大字高悬在建筑上，国徽闪着金光，国际铁路在下面通过。景区包括：41号界碑、国门、红色国际秘密交通线遗址、和平之门主体雕塑和满洲里历史浮雕、红色旅游展厅、火车头广场等景点。经过百年风雨洗礼和十年开放磨砺，满洲里已经成为一个蜚声中外的口岸名城。上个世纪的二、三十年代，满洲里是我党与共产国际的红色通道；四十年代，苏联红军从这里打响了欧洲战场支援太平洋战场的第一枪；解放战争和抗美援朝战争时期，满洲里口岸曾把大批苏联军援物资运往前线；建国初期，面对帝国主义的海上封锁，满洲里作为共和国的主要外贸通道，有力地支持了中国的经济建设。1992年满洲里被国务院批准为首批“沿边开放城市”后，满洲里经济和社会各项事业实现了历史性跨越。满洲里正以崭新的形象屹立于祖国北疆。
r*7,2018-05-24,0,满洲里值得去，特别有俄罗斯的风情。
幽*幽,2018-12-29,3,没有啥可看的，俄罗斯那边也看不到什么
1*3,2018-08-19,3,是个园区，可惜啊，进不去，只能远眺，，
M*0,2018-07-25,5,站在国门，有种强烈的自豪感，非常好。
M*作,2018-06-06,5,一路上可见多幢异国风格的建筑分别是海关和边防，很有特色。到达中俄边境中方一侧乳白色的国门后，先排队乘坐电梯到国门观光层，俄境内的车站、建筑、街道、行人尽收眼底，而中方一侧的41号界碑广场、火车头广场等景点，以及专门从事边贸的商业设施也一览无余。
D*0,2017-10-05,5,自我感觉国门的价格有点高，还有像这种具有教育意义的景点最好配上免费人工或电子讲解，尤其是那两个展览馆。从国门景区出来去了套娃广场，没进景点照了几张相就坐公交会住处了
_*5,2018-07-17,5,满州里国门景区—-壮严神圣的中国人民共和国“国门”及界碑值得一游。
M*7,2018-07-17,5,感受国门的威严，了解满洲里的历史，还可看到中国界碑！
小*9,2018-08-10,4,下午去的人不是特别多，但是除了国门真的没什么可逛的，票价略贵，免税店没什么东西。
海*3,2018-09-01,5,自信，感慨、就是虫子太多，建议全副武装、戴上墨镜
m*4,2017-08-07,4,中俄两国边境分界点，有四代国门的历史介绍，看看以前的国门好简陋，对面就能看到俄罗斯，国门景区人也算比较多的，附上两张打卡照～
_*1,2017-08-06,4,进国门景区，看了几代国门，从国门看到了国家的发展和壮大。感觉看国门，看的是种情怀，如果完全追求景色跟娱乐性的话，可以不用进去。票价确实有点高。在那能看到一辆辆载货火车通行，可见满洲里承载了中俄贸易的很大比例。
M*7,2018-08-30,5,值得一看，自豪感倍增，满洲里必去景点
1*5,2018-07-12,5,国之门，代表中华人民共和国领土主权。
小*敏,2018-08-29,5,非常有自豪感。           
x*7,2018-08-26,4,景区不大，经常在电视上看到国门的风采，中俄对比一下，差距很明显的！建议带小孩来看一下。顺便说一下满洲里的夜景，亮化工程做的比较好，刚觉装饰灯的密度超过了上海外滩！
c*a,2018-10-13,5,很好，下次还会去，不错
5*3,2018-08-22,5,边境还是值得一去的，一景看三国，蒙古，苏联，中国
M*6,2018-08-21,5,我们当天下午4:30才到的目的地，询问后说一个小时左右就可以参观完，之后迅速买票，赶在国门相关人员下班之前登上国门，眺望对方，视线开阔。就是玻璃太花了照相效果不好。
M*9,2018-08-20,5,网上订票非常方便，景点玩的很好，还购了纪念品，以后还会来的。
梦*7,2018-08-20,5,是见过的比较有规模的国门，门票价格小贵。里面还有两个纪念馆，感觉带上初中的小孩来比较好，有个五层楼均是个人卖俄罗斯商品的，商业气氛比较浓。
y*9,2018-11-25,5,有优惠 很方便 值得去的地方！
M*6,2018-08-18,5,满洲里市区有公交直达，比较方便。去的时候蓝天白云天气很好，景区有几个小的博物馆，介绍中共六大中苏秘密交通线等，国门可以登到楼上，俯瞰一下对面俄罗斯的风景
四*上,2018-08-18,4,没去时想着已经来了就要进去看看，终究是国门，进去时才知也不过如此哈，但那天天气很好，蓝天白云下的国门有大国风范。
M*6,2018-11-22,5,边境的风光无限美好，国门景区值得一看。
游*子,2018-08-15,5,唯一的缺点就是网上没有半价票，现场卖票关门太早，国家的国防教育红色历史纪念意义的地方还收那么高的门票
_*5,2018-06-27,5,满洲里国门，让我体会到了祖国（中国）的强大与富饶！
1*8,2018-08-13,4,来了满洲里一定要去的一个景区，看看边境挺好的
M*4,2018-08-13,4,历经2500公里，终于来到满州里国门景区。景区没我想象中的庄严神圣，相对于78元的票价，性价比不高。从门口坐小火车进去，20元往返，因为赶时间就坐了，安检是挺严格的。景点没有讲解，只好自己做好功课。
1*4,2017-07-19,5,满洲里是一座拥有百年历史的口岸城市，素有“东亚之窗”的美誉。满洲里国门，位于满市西部中俄边境处中方一侧的乳白色建筑。国门庄严肃穆，在国门乳白色的门体上方嵌着“中华人民共和国”七个鲜红大字，上面悬挂的国徽闪着的金光，国际铁路在下面通过。
y*4,2018-12-07,0,一般一般一般一般一般一般一般一般一般一般一般
M*3,2018-08-31,3,国门景区不能叫景区。纪念意义大于风景美义，就是一个门和界碑，另加一个六大博物馆，其他都是购物商场。80门票性价比不高，50以内合适。
_*4,2018-08-07,4,值得一看，门票稍微贵些，能深入体会到国家和领土的意义。可能还是唯一的一个中共六大的纪念基地，系统地讲述了我党经历过的一段历史
3*5,2018-11-11,5,很不错，比普通窗口还要快，推荐一下！
1*0,2018-08-04,5,还可以吧，就是到这里来了，必须得看一下国门什么样
M*8,2017-10-16,4,值得去了解一下，知道我们的国境线向我方推动了17公里，失掉了大片的国土，景点本身没有什么趣味，是一个了解历史的地方。门口的火车头广场，火车头上贴着禁止攀爬的字样，正看到一群操广东口音的大妈在往火车头上攀爬，就照了下来。
2*8,2018-11-09,5,暑假带娃来领略国门，人非常多呀
l*艇,2018-08-02,5,不错 不错 不错 不错 不错 不错 不错 不错
小*儿,2018-08-01,4,景点总体就是感受到国家的强大。景点里面卖东西的也好多，而且价格很贵
吴*彬,2018-11-06,5,不去感觉遗憾，但门票有点贵，里面没啥东西
M*0,2018-11-06,5,边境风彩，异国他乡的感觉，不错的体验
M*0,2018-11-06,5,环境优美，值得大家一去，体验异国风情
t*t,2018-11-03,5,很好！！！！！！爱国！！！！！！
1*7,2017-11-26,5,根本没有什么看头儿，对不起这个票价，而且买观光车票推荐买往返票。进去一看，入口和出口不是一个地方。观光车是原路返回，出来后回程票送别的游客了，免得他们也上当！
花*了,2018-10-29,5,透过国门遥望俄罗斯，风很大很冷，站岗的小哥哥辛苦了
b*8,2018-10-09,1,便宜几块钱，但比较麻烦，里面验票太麻烦，不推荐
E*1,2017-10-07,3,这个五星景点有点儿坑，真的就是道门儿，啥风景没有，算是历史地理意义上的吧。
a*g,2018-08-09,3,本来以为这是一个严肃庄重，可以体会到民族自豪感的地方，但是现在商业气息太浓厚了，令人非常失望！希望能改变这种状况，恢复国门原本应有的庄严感。
n*1,2018-10-06,1,不去后悔，去了也后悔！
q*n,2017-10-06,0,总体感觉：1、商业氛围太浓厚。进正门，左边的飞机，登上去一看，机舱里是一个商店。国门主楼，每一层楼梯转角处，都是门对门两间商店，景区出口也都是商店；2、八十元的门票，说实话太贵了。总之，太重的商业氛围和太贵的票价，和国门景区的爱国主义主题不太相称。之前去的室韦口岸，除了边界桥和界碑，就是两家小商店，门票二十元，不知道收的理由是什么。
1*8,2017-10-06,3,总体感觉：1、商业氛围太浓厚。进正门，左边的飞机，登上去一看，机舱里是一个商店。国门主楼，每一层楼梯转角处，都是门对门两间商店，景区出口也都是商店；2、八十元的门票，说实话太贵了。总之，太重的商业氛围和太贵的票价，和国门景区的爱国主义主题不太相称。之前去的室韦口岸，除了边界桥和界碑，就是两家小商店，门票二十元，不知道收的理由是什么。
_*2,2018-10-25,4,主要是体验下国门的庄严吧其他并没啥可看的
3*0,2017-01-30,4,第五代国门景区为国家5A级旅游景区，坐落于满洲里市区以西8公里处中俄两国铁路连接点中方一侧，建筑非常壮观，环境非常优美。与原苏联国门相对应，对比也是很明显哦。满洲里第五代国门是中国陆路口岸最大的国门，此处历经几代国门历史悠久，曾经是红色国际秘密交通线，目前是红色交通线教育基地。
小*蛋,2018-07-18,5,好   可以说非常好     
倾*M,2018-09-04,5,个人感觉还是不错。10年前经常来满洲里 没旅行过。这次一家三口自驾来。
亮*灏,2018-09-03,4,这个套娃广场实话说也就那样，最值得倒是马戏表演。这个地方小的可怜。
夜*风,2018-09-02,5,五星为了国门........人进自己的国门这个费用也太高了吧……
王*3,2018-07-15,5,总体来说还是值得一去的，毕竟到了满洲里，中国较大的内陆口岸，里面的商贩太多，国门内的电梯不对外开放这些是硬伤。
r*1,2018-10-20,5,比现场便宜，二维码进场方便多了。
陆*师,2018-10-19,5,挺不错的！满洲里必游景点儿！！
E*6,2018-10-18,4,真的是不来后悔，来了也后悔的地方
M*3,2018-08-01,3,团很多，人很多，就看下国门，大太阳晒着，大妈们拍照很起劲，标禁止攀爬，四个大妈爬上去大太阳底下拍照半小时，我们走了，她们还在原地拍照
1*7,2018-10-16,5,在这里购票还是很方便的，不用排队
M*6,2018-07-10,5,好评给我的国！不过真的不该收门票费，还有就是最扯淡的小火车每人20元，感觉瞬间就到了，明显是晃点老百姓的！千万别买
A*g,2018-10-15,4,讲道理没什么好看的 比较无聊…
M*3,2018-10-14,5,感觉不错，看到了祖国的强大实力
s*8,2018-07-07,5,还可以吧，到满州里都要到此一游吧，有个国门和界杯
_*8,2018-10-12,5,风景不错，门票也确实比现实便宜
l*6,2018-10-12,5,非常方便，比售票处便宜，值得网购
1*2,2018-10-11,5,不错，挺震撼的，更加有一种爱国感油然而生。
b*a,2018-09-21,1,坑，就冲国门两字去。70门票，景点不够商店来凑。上国门二楼到出口一路商店
s*n,2018-08-22,5,既然到了满洲里，国门还是要看看的。
y*4,2018-08-21,5,取票方便  国门还是可以去游玩一下
_*0,2017-07-27,5,红色旅游教育基地！！值得一去，看看祖国的边疆！！！
_*5,2018-07-22,3,挺不错的，就是门票略贵。商业化，适合打卡式旅游。比套娃广场合适
1*3,2018-06-30,4,国门是神圣的地方，是个象征性景点，没有什么实际内容，居然每人收80元的门票，实在太坑人。给人的感觉太差了。
l*8,2018-08-16,5,主要看看那界碑，其他没啥看的，没什么意思
M*3,2018-08-15,5,庄严，威武，神圣，不可越界，国门
l*4,2017-06-17,0,这个国门跟难进，要留下80元的“买路钱”，一般游客对此很不屑，既然是说国门，每个国人都不应该收费。我是熬到70岁后才免费进入的，为了表示种信念在里边买了80元人民币的俄罗斯雪糕带出来，该花的没有问题，就是不喜欢这种强行收费，国门还收费，该算国门吗？
v*0,2018-08-14,5,好评，干净，游客人数限制的还好。
z*0,2018-08-12,5,门口堵车20分钟进不去 唯一的缺点
快*乐,2018-06-24,4,慕名而来！感觉商业气息浓厚！还不错吧！
_*3,2018-07-12,3,我只想说，我对这个地方很失望。第一，作为国家边境口岸的象征，真的不该收费；第二，怎能允许小商小贩在“国门”吆喝贩卖劣质产品呢？第三，景区内规划很有问题，要改进的地方很多。
3*2,2018-07-10,3,到了满洲里国门是必去地，看到有官兵把手的国门，感动非常圣神与自豪，按理不应收费，国门的门票太贵，而且里面与神圣不符的推销购物，实在大跌眼镜。
s*o,2017-09-05,0,满洲里国门，位于满市西部中俄边境处我方一侧的乳白色建筑。国门庄严肃穆，在国门乳白色的门体上方嵌着“中华人民共和国”七个鲜红大字，上面悬挂的国徽闪着的金光。穿过桥下走到国门旁边，有微缩的前几代国门。
B*e,2018-06-15,5,酒店入住方便地理位置好酒店干净整洁外观好看距离各大景点比较近服务态度好送景区门票极力推荐
e*p,2017-07-19,0,满洲里是一座拥有百年历史的口岸城市，素有“东亚之窗”的美誉。满洲里国门，位于满市西部中俄边境处中方一侧的乳白色建筑。国门庄严肃穆，在国门乳白色的门体上方嵌着“中华人民共和国”七个鲜红大字，上面悬挂的国徽闪着的金光，国际铁路在下面通过。
e*6,2018-08-02,5,还可以，就是感觉门前较贵，没啥看的
挥*风,2018-09-13,4,满洲里旅行必须打卡的地方！看到庄严肃穆的国门
M*1,2018-06-27,3,感觉国门届碑这样的地方不应该收费，就算要收，感觉收高了，里面到处都是卖俄罗斯特产的，国门好威武，到这么远的地方来蛮辛苦的
J*4,2018-09-12,4,感觉不值这个价，40块钱还可以。
m*n,2017-10-05,5,可能是天气冷了，人不多，而且景区很干净。就是停不太规范都停在门囗，景区有电瓶车，但完全不用坐，景区不太大。可以在影区邮局发一张明信片。
乌*棒,2018-09-09,5,不用排队买票，还可以，就是景区没啥意思
M*8,2018-09-08,5,北方第一门，相当震撼，看到国门上中华人民共和国几个大字，自豪感油然而生。
M*8,2018-07-21,5,我国威武，到了国门一定要去，不是为了看景，是看我们的发展壮大
詹*增,2018-09-06,5,出票速度飞快，很不错的一次体验
l*n,2017-08-11,4,越来越贵的门票，真的没啥可看的了。
A*a,2018-09-13,3,没啥看的，就是个国门，还收钱！
1*6,2018-09-02,5,景点挺好的，能感受到祖国强大，虫子太多
2*5,2018-09-02,5,一般吧，来了要去看，不然就白来了
s*n,2018-09-11,3,一般般吧，其实真的没有啥意思。
M*2,2018-09-01,5,挺好的，就是蚊虫很多，有去国门的记得包的严实点
M*9,2018-09-01,5,景点非常漂亮！原生态的，值得一去！
h*a,2018-08-31,4,景区还好。满洲里市不错！特别是夜晚的景色很美！
M*6,2018-08-31,5,为守卫国门的武警战士们点赞！国门威武雄壮！
M*0,2018-08-31,4,总体还行，就是商贩在国门里叫卖，欠妥。关于国门展示的内容少，门票价格偏高。
M*0,2017-03-13,4,以前没有怎么听说过满洲里，去年夏天的时候计划带着家里去呼伦贝尔草原，才听说可以去满洲里看看，于是我想发现新大陆一样的和同行人说，后来才知道原来这是一个很有名的地方，原谅我的地理不好，出行前我们研究了很多种出行方式，可以坐飞机，从北京可以直飞过去，机场到达满洲里大概需要10公里左右，也可以火车，火车可以直接到达满洲里，前者的有点就是在于速度很快，基本上不会耽误很多时间，但是旺季的价格比较高，后者相对于便宜一些，不过火车的时间会比较长，在火车上或有些不自由，我们综合考虑了下，因为我们有老人，还有宠物想一起带着，加上我们感觉司机比较充足，所以我们选择的出行方式是自驾，我们同行2辆车，费用会比飞机低一些，我们同行的人时间都相对宽裕，计划的时间大概是13天左右，人均2000元，从北京出去，我们边玩边停下来休息，用了两天左右的时间，当然这两天不是一直都在赶路，也在沿途比较不错的地方游玩，回来的时间也大概2天左右，所以整体的路程都不是很赶还是很轻松的，我们去之前没有提前订好酒店，因为不知道时间安排，我们在景区周边找了酒店，大概一间房在300元左右，条件还不错，满洲里的人们还是很热情的，当地的小吃特色也是不错的，人均消费在50元，是一个不错的景区，值得推荐。
M*程,2018-08-30,5,无需排队，直接领票，票价便宜！
t*y,2018-07-11,5,挺坑的，应该公益开放，商人逐利。
安*3,2018-08-27,5,环境优美，空气优，气候宜人，建筑特色，特别是那里的晚上景色宜人。靓化工程美丽。
M*9,2018-08-26,5,还可以，一次很好的学习体验经历
_*6,2018-08-25,5,套票很值，套娃景区可以玩非常多的娱乐项目。
D*0,2018-08-25,4,还行吧……这种事情就应该这样对待
3*8,2018-08-25,5,非常好非常好非常好非常好非常好非常好
1*1,2018-09-02,3,政治意义大于游览意义吧，景区里小虫太多了，游览一圈太受罪
2*3,2018-07-20,3,一般吧，就是看看中俄分界的国门，相对来说，门票价格偏贵了
_*_,2018-08-23,5,够壮观，不错的地方，，而且网上购票方便，，不用排队。
m*9,2018-08-23,5,好，值得一去，祖国的北大门，很好
M*2,2018-08-23,4,这次主要是带孩子出来玩，他们说还不错。
M*4,2018-08-23,5,国门风景区让你看到不一样的异国风情。
2*9,2018-07-05,5,景区还好，网上购票挺方便，免税店和超市还划算
s*0,2018-08-03,1,真心不值这个价格，那么贵小火车还又单收费
M*0,2018-08-22,5,值得一去。体验一下国门，感受边境景色。
s*y,2018-08-22,5,爱国主义教育不错的选择地！推荐！
M*6,2018-08-22,4,这种国门地方竟然被私人承句收门票？
M*6,2018-08-22,4,私人承包门票太贵，国门象征国家主权不应收门票
M*0,2018-08-22,5,看到国门的瞬间还是觉得挺神圣的，但是觉得80一张门票还是有点高，肯能旅游旺季的原因吧
楚*嘶,2018-07-18,3,很一般，其实就是一个大门，可以看到对面的俄罗斯的门，没有什么特别的，收费价格偏高。
晨*7,2018-08-21,4,商业气息浓厚的不行不行的了。国门都承包出去了，不好。
M*3,2018-06-04,3,闻名而去，就一个栏起来的界碑。有两个展厅工作人员态度差被反复要求出示门票。展示内容空。80元的门票实在不值。
M*8,2018-08-20,5,景区不大，就是那天下雨了不太方便
5*2,2018-08-20,5,国门很有纪念意义，套娃广场更适合10岁以上孩子
1*9,2018-08-20,5,非常方便，直接入园，习惯性好评！
2*0,2018-08-18,4,取票很方便，景色么，有政治意义的，祝愿祖国繁荣昌盛，要是不要钱，更好了。。。
新*天,2018-08-18,5,景点漂亮，大家可以去玩玩，，，，，，，
蓝*海,2018-08-18,5,非常喜欢站在边境的感觉，值得一看。
1*1,2018-08-16,5,很好的一次旅游体验，满洲里充满了异域风情
_*6,2018-08-16,4,出票很快，票价性价比可以，建议购买
m*4,2018-08-16,4,人好多，排队的时间太长，只是一个牌子的提示，容易多走冤枉路！
M*3,2018-08-16,5,感受到了国门的威武庄严，购票经济实惠，速度快
1*3,2018-08-15,5,迅速快捷，手机现订，旁边一体取票机立取了
1*5,2018-08-15,5,园区太大了。如果每个景点都去的话，两天都紧张。
s*虹,2018-08-15,4,人多服务差！窗口开好几个 需要分开办理免票、换取纸质票等！麻烦！
7*0,2018-08-15,5,这个景区很好，能够看到俄罗斯景色。
小*爹,2018-08-15,5,还不错，来了必须去的景点。网上很订票方便还能优惠点
w*7,2018-08-14,5,很好 很方便 不需要排队   
M*2,2018-08-13,5,犯我中华者，虽远必诛！！！！！！
E*3,2018-08-13,5,不错，挺好的，可以去看，方便的
_*6,2018-08-13,4,很好看，就是人多了点，瞭望台挤不上去
o*1,2017-01-30,0,第五代国门景区为国家5A级旅游景区，坐落于满洲里市区以西8公里处中俄两国铁路连接点中方一侧，建筑非常壮观，环境非常优美。与原苏联国门相对应，对比也是很明显哦。满洲里第五代国门是中国陆路口岸最大的国门，此处历经几代国门历史悠久，曾经是红色国际秘密交通线，目前是红色交通线教育基地。
_*8,2018-08-12,5,购票快，方便，国门庄严，，门票有点小贵
_*8,2018-08-12,5,购票方便，快捷，国门庄严，值得去。门票有点小贵
M*5,2018-08-12,5,还是值得一看的，就是觉得门票稍贵。
当*n,2018-08-12,5,很好  庄严肃穆  站岗的兵哥哥很辛苦
好*妹,2018-08-12,5,国门庄严肃穆，在界碑旁可以看到俄罗斯的国门。
M*5,2018-08-12,4,物有所值！挺有特色的！可以看看！
3*7,2018-08-21,3,感觉 价格高 没什么必要 陪父母去的 
1*6,2018-08-11,5,感觉还可以，来到了祖国和俄罗斯的边界
拿*发,2018-08-11,5,非常棒，拿二维码直接在自助机上取票，不用排队。网上买的国门景区私套娃景区的套票，优惠了18元。
M*8,2018-08-10,5,看了下国门 游玩感觉还可以 网络票还有两块优惠
e*2,2018-08-09,5,很方便，排队的人乌央乌央的。网上买票方便多了。贵.
M*1,2018-08-09,4,略有优惠，省了排队时间，景区商业氛围太重，有损国门庄严形象
y*空,2018-08-09,5,不错，有优惠 速度还快，便捷方便！
_*8,2018-08-09,4,到内蒙旅游就一个感觉，花花花，啥都是钱！
M*1,2018-08-08,5,买完电子票没有必要去取纸质版票，凭二维码直接进院。
M*3,2018-08-08,5,尽管没什么可看的，但是不去也遗憾，随波逐流的溜一圈吧！
M*1,2018-08-08,5,国门威武！带孩子去有很好的教育意义！
M*0,2018-08-08,5,晚上的节目很好，住在套娃酒店可以无限次出入
库*台,2018-08-07,5,取票快捷不过爱国主义教育基地收门票不应该
M*7,2018-08-07,5,好好好好好好好好好好挺好挺好挺好
1*0,2018-08-07,4,是一个值得去一次且仅去一次即可的地方。
g*o,2018-08-07,4,不是太值得看，门票太贵了。而且景区出口必须从商场走，太...
x*6,2018-08-06,5,取票很方便，景区能逛一个多小时
_*6,2018-08-15,3,总体感觉一般，没有想象中的好，人多
3*3,2018-08-03,4,门票价格有点高，不过值得一游，毕竟是个比较大的陆路口岸
_*5,2018-08-03,5,不错，还行吧，80元看你感觉，不去也行
1*7,2018-08-03,5,几年前来过，感觉变化很大，商业气息太浓了。国门的雄伟壮观，界碑的依然耸立，给人瞬间的震撼。
2*6,2018-08-03,5,感觉还可以吧，性价比不好。20元往返园区小火车不值得坐，距离太近了
1*2,2018-08-03,5,国门景色，振奋人心，值得去看看
M*4,2018-08-03,4,看看之前的国门，爱国教育的好地方
1*赫,2018-08-12,3,看你啥目的啥心绪啥觉悟了被，爱国主义教育必去
M*9,2018-08-12,3,不是很值得期待的地方，国门乃国人之屏障，要么严格管理，要么公开参观；以国门之名赚国人的钱，不妥
M*0,2018-08-02,5,很好很便捷，到任何一个点电子票还不用排队。
西*仙,2018-08-02,5,两个经典景点，不错。走马观花，也是值得一游。网上购票快捷方便，取票自助也便捷。
a*3,2018-06-14,5,该景点很好，让我学到了一些历史知识，也受到了一次爱国主义教育。
神*姗,2016-08-26,5,玩的很不错，价格也不贵，就是好多游玩项目因为游客少，下午都没咋开，等到晚上人渐渐多了，才不需要等待。套娃广场建议晚上去玩，晚饭在外面吃早点，广场的晚饭确实不怎么样。我们六点多去到，拍点照片，等到7点半到8点之间陆续开灯了，再拍夜景，确实很震撼。九点十分还有演出，因为儿子累了，晚饭没吃，很遗憾没等到。所以建议吃饱，到里面尽情玩哦！
西*仙,2018-08-01,5,购买顺畅，很方便。景区自动出票机也十分便利。
1*2,2018-08-01,5,还不错，刚开始都忘记可以在网上预订了
M*2,2018-07-31,5,陪同朋友参观国门，对国家的热爱更强烈，祝愿伟大的祖国更强大！更美好！
幻*9,2018-07-30,5,自驾来到了满洲里，第一时间去了国门。国门神圣庄严。非常值得一去。
